segment_id,entity,label
12,a few moments,TIME
12,Rahul Gandhi,PERSON
12,many hours,TIME
12,BSC,ORG
12,Sneha,PERSON
12,today,DATE
12,a classic day,DATE
12,one,CARDINAL
12,10,CARDINAL
13,3%,PERCENT
13,US,GPE
13,China,GPE
13,US,GPE
13,23%,PERCENT
13,China,GPE
13,34%,PERCENT
13,India,GPE
13,up to 43%,PERCENT
13,previous years,DATE
13,previous decades,DATE
13,Kerala,GPE
13,Onam,FAC
13,Christmas,DATE
13,Gulf,LOC
13,India,GPE
13,Kolkata,PERSON
13,Diwali,NORP
13,Bihar,GPE
13,the entire season,DATE
13,Kerala,GPE
13,September,DATE
13,24,CARDINAL
13,Kerala,GPE
13,Gulf,LOC
13,Kerala,GPE
13,every year,DATE
13,Onam,PERSON
13,Kumba,PERSON
13,Priagar,GPE
13,Priyagra,ORG
13,10,CARDINAL
13,Kerala,PERSON
13,Diwali,NORP
13,Diwali,PERSON
13,October 25,DATE
13,Priyagar Kumba,PERSON
13,Jan 25,DATE
13,one,CARDINAL
13,ATF,ORG
13,up to 40%,PERCENT
13,40,CARDINAL
13,45%,PERCENT
13,ATF,ORG
13,ATF,ORG
13,ATF,ORG
13,5%,PERCENT
13,26,CARDINAL
13,ATF,ORG
13,Cindy G,PERSON
13,ATF,ORG
14,Bihar,PERSON
14,Bihar,PERSON
14,29%,PERCENT
14,June 25,DATE
14,4%,PERCENT
14,one,CARDINAL
14,Tamil Nadu,PERSON
14,Manikam G,ORG
14,5 4%,PERCENT
14,1%,PERCENT
14,ATF,ORG
14,DGCA,ORG
14,DGCA,ORG
14,every 24 hours,TIME
14,every month,DATE
14,"the month, first week of the month",DATE
14,this month,DATE
14,1 month,DATE
14,last year,DATE
14,DGCA,GPE
14,around 50,CARDINAL
14,78,CARDINAL
14,one,CARDINAL
14,TMU,ORG
15,the last 10 years,DATE
15,2,CARDINAL
15,udeska,ORG
15,Today,DATE
15,almost 1,CARDINAL
15,57,CARDINAL
15,Udan,GPE
15,More than 3,CARDINAL
15,"26,000",CARDINAL
15,Udan,GPE
15,more than 693,CARDINAL
15,10 years,DATE
15,Nirmula Sithar Raanji,PERSON
15,10 years,DATE
15,Udan,ORG
15,10 more years,DATE
16,the next few years,DATE
16,the next 10 years,DATE
16,120,CARDINAL
16,120,CARDINAL
16,today,DATE
16,164,CARDINAL
16,164,CARDINAL
16,Vixid Bharat,PERSON
16,the next 10 years,DATE
16,120,CARDINAL
16,Udan,ORG
16,Fly 91,PERSON
16,India 1,ORG
16,9,CARDINAL
16,19,CARDINAL
16,three,CARDINAL
16,the last 10 years,DATE
16,the next 10 years,DATE
16,2,CARDINAL
16,three,CARDINAL
16,Udan,ORG
16,this last 18 months,DATE
16,NOOCC,ORG
16,three,CARDINAL
16,two,CARDINAL
16,NOOCC,ORG
16,Odan,PERSON
16,today,DATE
16,today,DATE
16,100,CARDINAL
16,200,CARDINAL
16,100 200,CARDINAL
16,today,DATE
16,Every month,DATE
16,India,GPE
16,Gulf,LOC
16,Asia-Pacific,LOC
16,India,GPE
16,"1,700",CARDINAL
16,"1,700",CARDINAL
16,Airbus,ORG
16,Boeing,ORG
16,1700,DATE
16,today,DATE
16,India,GPE
16,Russian,NORP
16,MOU,ORG
16,Star Air,ORG
16,Embrier,PERSON
16,2,CARDINAL
16,Embrier,PERSON
16,India,GPE
16,"1,700",CARDINAL
16,"1,700",CARDINAL
16,days,DATE
16,today,DATE
16,India,GPE
16,one,CARDINAL
16,two decades,DATE
16,three decades,DATE
16,60 to 70%,PERCENT
16,30%,PERCENT
16,today,DATE
17,five decades,DATE
17,India,GPE
17,today,DATE
17,India,GPE
17,This December,DATE
17,50th,ORDINAL
17,India,GPE
17,Today,DATE
17,India,GPE
17,Five decades,DATE
17,one,CARDINAL
17,India,GPE
17,this December,DATE
17,Karnataka,GPE
17,Congress,ORG
17,next week,DATE
17,Karnataka,GPE
17,Karnataka,GPE
17,BJP,ORG
17,Shashikala,PERSON
17,60 65%,PERCENT
17,25 30%,PERCENT
17,India,GPE
17,Kuma,ORG
17,overnight,TIME
17,Today,DATE
17,today,DATE
17,Gandhi,PERSON
17,one,CARDINAL
17,1994,DATE
17,the past one year,DATE
17,today,DATE
17,five,CARDINAL
17,every day,DATE
17,two,CARDINAL
17,today,DATE
17,five,CARDINAL
17,at least 100,CARDINAL
17,one,CARDINAL
17,the day,DATE
17,Indian,NORP
17,Indian,NORP
17,India,GPE
17,today,DATE
17,India,GPE
17,Ki Van Singh,PERSON
17,the World Health Organization's,ORG
17,India,GPE
17,annual,DATE
17,130,CARDINAL
17,Indian,NORP
17,12,CARDINAL
17,Zan Daria,PERSON
17,WHO,ORG
17,India,GPE
17,India,GPE
17,India,GPE
17,NCR,ORG
17,AQI,ORG
17,130,CARDINAL
17,more than 130,CARDINAL
17,AQM,ORG
17,Delhi,GPE
17,2026 27 28,DATE
17,2030,DATE
17,NAQS,ORG
17,WH,ORG
17,about six to eight,CARDINAL
17,Indian,NORP
17,AQI,ORG
17,Delhi,GPE
17,NS,GPE
17,400,CARDINAL
17,Delhi,GPE
17,NCR,ORG
17,"year 1, year 2, year three or month one, month two, month three",DATE
17,the Supreme Court,ORG
18,India,GPE
19,the last 10 or 12 years,DATE
19,WH,ORG
19,COVID,PERSON
19,WH,ORG
19,India,GPE
19,China,GPE
19,WHO,ORG
19,WH,ORG
19,WH,ORG
19,WH,ORG
19,WH,ORG
19,India,GPE
19,WH,ORG
19,one,CARDINAL
19,two,CARDINAL
19,three,CARDINAL
20,working hours,TIME
21,Anandara,PERSON
21,Anandaria,GPE
21,TMC,ORG
21,Shawat Roy,PERSON
21,ISIS,ORG
21,Delhi,GPE
21,the second day in a row,DATE
21,Shagada Roy,PERSON
21,Singh Shakawad,PERSON
21,Girat Singh,PERSON
21,TMC,ORG
21,Roy,PERSON
21,BJP,ORG
21,Delhi,GPE
21,AQI,ORG
21,BJP,ORG
21,BJP,ORG
21,Anra Takur,PERSON
21,Omir,PERSON
21,Lok Sabha,PERSON
21,India,GPE
21,Delhi,PERSON
21,Shivani Sharma,PERSON
21,Delhi,GPE
21,Bureau,ORG
21,India,GPE
21,today,DATE
21,2008,DATE
21,ISIS,ORG
21,Lionel Messi,PERSON
21,India,GPE
21,3-day,DATE
21,Kolkata,GPE
21,70,CARDINAL
21,Narendra Modi,PERSON
21,Messi,PERSON
21,India,GPE
21,two,CARDINAL
21,ninth,ORDINAL
21,seven,CARDINAL
21,India,GPE
21,Lionel Messi,PERSON
21,3-day,DATE
21,4,CARDINAL
21,Kolkata,GPE
21,India,GPE
21,9:30 in the morning,TIME
21,Saturday,DATE
21,Messi,PERSON
21,Mtab Banerjee,PERSON
21,70,CARDINAL
21,Messi,PERSON
21,Messi,PERSON
21,the Bhanandha Yubo Bharati Kirangan Stadium of,ORG
21,Kolkata,GPE
21,Matab Banerjee,PERSON
21,Indian,NORP
21,Ganguli,GPE
21,Bollywood,ORG
21,Shah Ruk Khan,PERSON
21,Bengal,GPE
21,Messi,PERSON
21,Bengali,NORP
21,Bengal,GPE
21,Messi,PERSON
21,Hyderabad,ORG
21,7,CARDINAL
21,7,CARDINAL
21,the Rajiv Gandhi International Stadium,ORG
21,Raven Thread,PERSON
21,Mumbai,GPE
21,2022,DATE
21,World Cup,EVENT
21,Spanish,NORP
21,Luis Suarez,PERSON
21,New Delhi,GPE
21,Messi,PERSON
21,Narendra Modi,PERSON
21,the Arun Jetly Stadium,ORG
21,India,GPE
21,Lionol Messi,PERSON
21,India,GPE
21,Sinar Roy,PERSON
21,Kolkata,GPE
21,India,GPE
21,today,DATE
21,Messimania,GPE
21,India,GPE
21,Today,DATE
21,five,CARDINAL
21,Bengaluru,GPE
21,India,GPE
21,Today,DATE
21,first,ORDINAL
21,SIM,ORG
21,Alokumar,GPE
21,India,GPE
21,today,DATE
21,26th,ORDINAL
21,9th,ORDINAL
21,December,DATE
21,67,CARDINAL
21,close to,CARDINAL
21,"65,000",CARDINAL
21,nearly 13,CARDINAL
21,Superstar Dashan,PERSON
21,BJP,ORG
21,Congress,ORG
21,Karnataka,GPE
21,Congress,ORG
21,Sagay Raj,PERSON
21,Bengaluru Bureau,ORG
21,India,GPE
21,today,DATE
21,Sorav,PERSON
21,Fuket,GPE
21,Lutras,ORG
21,India,GPE
21,Thailand,GPE
21,Sorab,ORG
21,Lutra,ORG
21,India,GPE
21,India,GPE
21,Interpol,ORG
21,Thailand,GPE
21,Thai,NORP
21,25,CARDINAL
21,India,GPE
21,today,DATE
21,George Co-owered,PERSON
21,India First Life,ORG
21,Bank of Boda,ORG
21,Genali Central Hello,PERSON
21,evening,TIME
21,Super 6,ORG
21,India,GPE
21,Today,DATE
21,Axatan Gopal,PERSON
21,the next 1 hour,TIME
21,the day,DATE
21,this evening,TIME
21,first,ORDINAL
22,the week,DATE
22,BJP,ORG
22,Anurag Takur,PERSON
22,Lok Sabha,PERSON
22,DNK,ORG
22,anti-Hindu,NORP
22,DMK,ORG
22,Deepun,GPE
23,today,DATE
23,Taliva Day,DATE
23,Khan,PERSON
23,75,DATE
23,Tamil Nadu,FAC
23,6:30 this evening,TIME
23,Rajnik Khan,PERSON
23,Parappa,PERSON
23,today,DATE
23,10,CARDINAL
23,First,ORDINAL
24,Parliament,ORG
24,Rahul Gandhi's,PERSON
24,Kiran Raja,PERSON
24,Goa,PERSON
24,Lutra,ORG
24,Bangkok,GPE
24,India,GPE
24,Indigo,ORG
24,DGCA,ORG
24,four,CARDINAL
24,four,CARDINAL
24,Second,ORDINAL
24,as many days,DATE
24,Anurra Taco,ORG
24,BJP,ORG
24,TMC,ORG
24,Roy,PERSON
24,Tamil Nadu Deepam,ORG
24,Anur Dhakur,PERSON
24,BJP,ORG
24,DMK,ORG
24,anti-Hindu,NORP
24,Madur Deepam,ORG
24,Over 50,CARDINAL
24,High Court,ORG
24,Karnataka,GPE
24,Two,CARDINAL
24,their day,DATE
24,Sidra Maya,PERSON
24,Ahinda,NORP
24,DK Shukumar,PERSON
24,more than 50,CARDINAL
24,Zubin Gar's,PERSON
24,Four,CARDINAL
24,Zubin,ORG
24,two,CARDINAL
24,Lel Messi,PERSON
24,hours,TIME
24,India,GPE
24,3-day,DATE
24,Kolkata,GPE
25,70,CARDINAL
25,Modi,PERSON
25,Superstar Rajnik Khan,PERSON
25,75,DATE
25,Madur Deepam,ORG
25,Tamil Nadu,FAC
25,DMK,ORG
25,BJP,ORG
25,BJP,ORG
25,Anurak Taku,GPE
25,Lok Sabha,PERSON
25,DMK,ORG
25,anti-Hindu,NORP
25,Tamil Nadu,PERSON
25,more than 50,CARDINAL
25,DMK,ORG
25,Swami Nadatin,PERSON
25,the Deepatun Pillar >>,WORK_OF_ART
25,Tiruparan Kundra,FAC
25,one,CARDINAL
25,winter,DATE
25,BJP,ORG
25,DMK,ORG
25,Tamil Nad,PERSON
25,anti-Satan Dhan,NORP
25,One,CARDINAL
25,India,GPE
25,anti-sanatan,NORP
25,sanatan dharma,ORG
25,Ram,ORG
25,DMK,ORG
25,Maduray,ORG
25,Madras High Court,ORG
25,Tamil Nadu,FAC
25,Aarthai Deepam,ORG
25,Madura,PRODUCT
25,DMK,ORG
25,Madras High Court,ORG
25,Swami Natan,PERSON
25,More than 50,CARDINAL
25,DMK,ORG
25,the Kartikai Deepam,ORG
25,GMK,ORG
25,Deepun,LOC
25,today,DATE
25,Tamil Nad,PERSON
25,Pramm Madhav,ORG
25,India,GPE
25,today,DATE
25,Anaga Queserv,ORG
25,Chennai,ORG
25,DMK,ORG
25,BJP,ORG
25,DMK,ORG
25,DMK,ORG
25,DMK,ORG
25,the year 1920,DATE
25,Datun,PERSON
25,the last 100 years,DATE
25,DMK,ORG
25,Kartika Deepam,ORG
25,December 4th,DATE
25,today,DATE
25,Maduray,ORG
25,the Madras High Court,ORG
25,Tamil Nadu,PERSON
25,Hindu,NORP
25,the last 100 years,DATE
25,DMK,ORG
25,Maday,DATE
25,the Madras High Court,ORG
25,Monday,DATE
25,Anuka,PERSON
25,the last many days,DATE
25,India,GPE
25,today,DATE
25,Kartika Deepam,ORG
25,Tamadu,GPE
25,100 years,DATE
25,Tamil Nadu,FAC
25,the last many days,DATE
25,Madur,GPE
25,Maduray,GPE
25,Murugan,PERSON
25,Murugan,GPE
25,Subramanya Swami,PERSON
25,two,CARDINAL
25,centuries,DATE
25,Tamil Nadu,FAC
25,Hindus,NORP
25,this day,DATE
25,this 100 years ago,DATE
25,the last many decades,DATE
25,just about 50,CARDINAL
25,the last 100 years or,DATE
25,Ganesha,NORP
25,Tamil Nadu,FAC
25,Uchipar,ORG
25,This year,DATE
25,Madur,PERSON
25,Deepun,LOC
25,December 1st,DATE
25,Swami Natan,PERSON
25,Deepatun,PERSON
25,Dha,PERSON
25,Muslim,NORP
25,this year,DATE
25,December 3rd,DATE
25,Deepatun,PERSON
25,the festival night,TIME
25,Hindu,NORP
25,CISF,ORG
25,DMK,ORG
25,DMK,ORG
25,120,CARDINAL
25,MPs,PRODUCT
25,DMK,ORG
25,MPs,PRODUCT
25,Jr. Swami Natan,PERSON
25,DNK,ORG
25,months,DATE
25,Tamil Nadu,FAC
25,the coming weeks,DATE
25,Tamil Nadu's,FAC
25,Tiruparang,GPE
25,Karanataka,GPE
25,India,GPE
25,today,DATE
25,the last few days,DATE
25,two,CARDINAL
25,Sidraaya,PERSON
25,DKR Kumar,PERSON
25,Sidra Maya,PERSON
25,Ahinda,PERSON
25,Sidraaya,PERSON
25,Bellagavi,GPE
25,last night,TIME
25,DK Shukumar,PERSON
25,more than 50,CARDINAL
25,Bellagawi,PERSON
25,Sidraaya,PERSON
25,DK Shukumar,PERSON
25,DK Shukumar,PERSON
25,Sidraaya,PERSON
25,Keshakumar,GPE
25,Sidra Maya,PERSON
25,Delhi,GPE
25,DCM,ORG
25,CM,ORG
25,Delhi,GPE
25,Karnataka,GPE
25,Sagar Raj,PERSON
25,Bellagawi,PERSON
25,two,CARDINAL
25,two,CARDINAL
25,Congress,ORG
25,PCC,ORG
25,congress,ORG
25,one,CARDINAL
25,DK Shukumar,PERSON
25,The next day,DATE
25,DK Shukumar,PERSON
25,PCC,ORG
25,Sidraha,PERSON
25,that particular day,DATE
25,Yatindra,GPE
25,DK Shukumar,PERSON
25,Yetra,NORP
25,Sidra,GPE
26,Ethra,PERSON
26,Dameaya,PERSON
26,one,CARDINAL
26,19th,DATE
26,Delhi,GPE
26,Sagai,PERSON
26,Karnataka,GPE
26,Karnataka,GPE
26,Karnataka,GPE
26,BJP,ORG
26,DKish Kumar,ORG
26,Karnatak,GPE
26,Congress,ORG
26,BJP,ORG
26,meme fest,ORG
26,Chalawadi Nara,PERSON
26,Swami,PERSON
