segment_id,entity,label
9,a few moments,TIME
9,Rahul Gandhi,PERSON
9,many hours,TIME
9,BSC,ORG
9,Sneha,PERSON
9,today,DATE
9,a classic day,DATE
9,one,CARDINAL
9,10,CARDINAL
10,3%,PERCENT
10,US,GPE
10,China,GPE
10,US,GPE
10,23%,PERCENT
10,China,GPE
10,34%,PERCENT
10,India,GPE
10,up to 43%,PERCENT
10,previous years,DATE
10,previous decades,DATE
10,Kerala,GPE
10,Onam,FAC
10,Christmas,DATE
10,Gulf,LOC
10,India,GPE
10,Kolkata,PERSON
10,Diwali,NORP
10,Bihar,GPE
10,the entire season,DATE
10,Kerala,GPE
10,September,DATE
10,24,CARDINAL
10,Kerala,GPE
10,Gulf,LOC
10,Kerala,GPE
10,every year,DATE
10,Onam,PERSON
10,Kumba,PERSON
10,Priagar,GPE
10,Priyagra,ORG
10,10,CARDINAL
10,Kerala,PERSON
10,Diwali,NORP
10,Diwali,PERSON
10,October 25,DATE
10,Priyagar Kumba,PERSON
10,Jan 25,DATE
10,one,CARDINAL
10,ATF,ORG
10,up to 40%,PERCENT
10,40,CARDINAL
10,45%,PERCENT
10,ATF,ORG
10,ATF,ORG
10,ATF,ORG
10,5%,PERCENT
10,26,CARDINAL
10,ATF,ORG
10,Cindy G,PERSON
10,ATF,ORG
11,Bihar,PERSON
11,Bihar,PERSON
11,29%,PERCENT
11,June 25,DATE
11,4%,PERCENT
11,one,CARDINAL
11,Tamil Nadu,PERSON
11,Manikam G,ORG
11,5 4%,PERCENT
11,1%,PERCENT
11,ATF,ORG
11,DGCA,ORG
11,DGCA,ORG
11,every 24 hours,TIME
11,every month,DATE
11,"the month, first week of the month",DATE
11,this month,DATE
11,1 month,DATE
11,last year,DATE
11,DGCA,GPE
11,around 50,CARDINAL
11,78,CARDINAL
11,one,CARDINAL
11,TMU,ORG
12,the last 10 years,DATE
12,2,CARDINAL
12,udeska,ORG
12,Today,DATE
12,almost 1,CARDINAL
12,57,CARDINAL
12,Udan,GPE
12,More than 3,CARDINAL
12,"26,000",CARDINAL
12,Udan,GPE
12,more than 693,CARDINAL
12,10 years,DATE
12,Nirmula Sithar Raanji,PERSON
12,10 years,DATE
12,Udan,ORG
12,10 more years,DATE
13,the next few years,DATE
13,the next 10 years,DATE
13,120,CARDINAL
13,120,CARDINAL
13,today,DATE
13,164,CARDINAL
13,164,CARDINAL
13,Vixid Bharat,PERSON
13,the next 10 years,DATE
13,120,CARDINAL
13,Udan,ORG
13,Fly 91,PERSON
13,India 1,ORG
13,9,CARDINAL
13,19,CARDINAL
13,three,CARDINAL
13,the last 10 years,DATE
13,the next 10 years,DATE
13,2,CARDINAL
13,three,CARDINAL
13,Udan,ORG
13,this last 18 months,DATE
13,NOOCC,ORG
13,three,CARDINAL
13,two,CARDINAL
13,NOOCC,ORG
13,Odan,PERSON
13,today,DATE
13,today,DATE
13,100,CARDINAL
13,200,CARDINAL
13,100 200,CARDINAL
13,today,DATE
13,Every month,DATE
13,India,GPE
13,Gulf,LOC
13,Asia-Pacific,LOC
13,India,GPE
13,"1,700",CARDINAL
13,"1,700",CARDINAL
13,Airbus,ORG
13,Boeing,ORG
13,1700,DATE
13,today,DATE
13,India,GPE
13,Russian,NORP
13,MOU,ORG
13,Star Air,ORG
13,Embrier,PERSON
13,2,CARDINAL
13,Embrier,PERSON
13,India,GPE
13,"1,700",CARDINAL
13,"1,700",CARDINAL
13,days,DATE
13,today,DATE
13,India,GPE
13,one,CARDINAL
13,two decades,DATE
13,three decades,DATE
13,60 to 70%,PERCENT
13,30%,PERCENT
13,today,DATE
14,five decades,DATE
14,India,GPE
14,today,DATE
14,India,GPE
14,This December,DATE
14,50th,ORDINAL
14,India,GPE
14,Today,DATE
14,India,GPE
14,Five decades,DATE
14,one,CARDINAL
14,India,GPE
14,this December,DATE
14,Karnataka,GPE
14,Congress,ORG
14,next week,DATE
14,Karnataka,GPE
14,Karnataka,GPE
14,BJP,ORG
14,Shashikala,PERSON
14,60 65%,PERCENT
14,25 30%,PERCENT
14,India,GPE
14,Kuma,ORG
14,overnight,TIME
14,Today,DATE
14,today,DATE
14,Gandhi,PERSON
14,one,CARDINAL
14,1994,DATE
14,the past one year,DATE
14,today,DATE
14,five,CARDINAL
14,every day,DATE
14,two,CARDINAL
14,today,DATE
14,five,CARDINAL
14,at least 100,CARDINAL
14,one,CARDINAL
14,the day,DATE
14,Indian,NORP
14,Indian,NORP
14,India,GPE
14,today,DATE
14,India,GPE
14,Ki Van Singh,PERSON
14,the World Health Organization's,ORG
14,India,GPE
14,annual,DATE
14,130,CARDINAL
14,Indian,NORP
14,12,CARDINAL
14,Zan Daria,PERSON
14,WHO,ORG
14,India,GPE
14,India,GPE
14,India,GPE
14,NCR,ORG
14,AQI,ORG
14,130,CARDINAL
14,more than 130,CARDINAL
14,AQM,ORG
14,Delhi,GPE
14,2026 27 28,DATE
14,2030,DATE
14,NAQS,ORG
14,WH,ORG
14,about six to eight,CARDINAL
14,Indian,NORP
14,AQI,ORG
14,Delhi,GPE
14,NS,GPE
14,400,CARDINAL
14,Delhi,GPE
14,NCR,ORG
14,"year 1, year 2, year three or month one, month two, month three",DATE
14,the Supreme Court,ORG
15,India,GPE
15,the last 10 or 12 years,DATE
15,WH,ORG
15,COVID,PERSON
15,WH,ORG
15,India,GPE
15,China,GPE
15,WHO,ORG
15,WH,ORG
15,WH,ORG
15,WH,ORG
15,WH,ORG
15,India,GPE
15,WH,ORG
15,one,CARDINAL
15,two,CARDINAL
15,three,CARDINAL
16,working hours,TIME
16,Anandara,PERSON
16,Anandaria,GPE
16,TMC,ORG
16,Shawat Roy,PERSON
16,ISIS,ORG
16,Delhi,GPE
16,the second day in a row,DATE
16,Shagada Roy,PERSON
16,Singh Shakawad,PERSON
16,Girat Singh,PERSON
16,TMC,ORG
16,Roy,PERSON
16,BJP,ORG
16,Delhi,GPE
16,AQI,ORG
16,BJP,ORG
16,BJP,ORG
16,Anra Takur,PERSON
16,Omir,PERSON
16,Lok Sabha,PERSON
16,India,GPE
16,Delhi,PERSON
16,Shivani Sharma,PERSON
16,Delhi,GPE
16,Bureau,ORG
16,India,GPE
16,today,DATE
16,2008,DATE
16,ISIS,ORG
16,Lionel Messi,PERSON
16,India,GPE
16,3-day,DATE
16,Kolkata,GPE
16,70,CARDINAL
16,Narendra Modi,PERSON
16,Messi,PERSON
16,India,GPE
16,two,CARDINAL
16,ninth,ORDINAL
16,seven,CARDINAL
16,India,GPE
16,Lionel Messi,PERSON
16,3-day,DATE
16,4,CARDINAL
16,Kolkata,GPE
16,India,GPE
16,9:30 in the morning,TIME
16,Saturday,DATE
16,Messi,PERSON
16,Mtab Banerjee,PERSON
16,70,CARDINAL
16,Messi,PERSON
16,Messi,PERSON
16,the Bhanandha Yubo Bharati Kirangan Stadium of,ORG
16,Kolkata,GPE
16,Matab Banerjee,PERSON
16,Indian,NORP
16,Ganguli,GPE
16,Bollywood,ORG
16,Shah Ruk Khan,PERSON
16,Bengal,GPE
16,Messi,PERSON
16,Bengali,NORP
16,Bengal,GPE
16,Messi,PERSON
16,Hyderabad,ORG
16,7,CARDINAL
16,7,CARDINAL
16,the Rajiv Gandhi International Stadium,ORG
16,Raven Thread,PERSON
16,Mumbai,GPE
16,2022,DATE
16,World Cup,EVENT
16,Spanish,NORP
16,Luis Suarez,PERSON
16,New Delhi,GPE
16,Messi,PERSON
16,Narendra Modi,PERSON
16,the Arun Jetly Stadium,ORG
16,India,GPE
16,Lionol Messi,PERSON
16,India,GPE
16,Sinar Roy,PERSON
16,Kolkata,GPE
16,India,GPE
16,today,DATE
16,Messimania,GPE
16,India,GPE
16,Today,DATE
16,five,CARDINAL
16,Bengaluru,GPE
16,India,GPE
16,Today,DATE
16,first,ORDINAL
16,SIM,ORG
16,Alokumar,GPE
16,India,GPE
16,today,DATE
16,26th,ORDINAL
16,9th,ORDINAL
16,December,DATE
16,67,CARDINAL
16,close to,CARDINAL
16,"65,000",CARDINAL
16,nearly 13,CARDINAL
16,Superstar Dashan,PERSON
16,BJP,ORG
16,Congress,ORG
16,Karnataka,GPE
16,Congress,ORG
16,Sagay Raj,PERSON
16,Bengaluru Bureau,ORG
16,India,GPE
16,today,DATE
16,Sorav,PERSON
16,Fuket,GPE
16,Lutras,ORG
16,India,GPE
16,Thailand,GPE
16,Sorab,ORG
16,Lutra,ORG
16,India,GPE
16,India,GPE
16,Interpol,ORG
16,Thailand,GPE
16,Thai,NORP
16,25,CARDINAL
16,India,GPE
16,today,DATE
16,George Co-owered,PERSON
16,India First Life,ORG
16,Bank of Boda,ORG
16,Genali Central Hello,PERSON
16,evening,TIME
16,Super 6,ORG
16,India,GPE
16,Today,DATE
16,Axatan Gopal,PERSON
16,the next 1 hour,TIME
16,the day,DATE
16,this evening,TIME
16,first,ORDINAL
17,the week,DATE
17,BJP,ORG
17,Anurag Takur,PERSON
17,Lok Sabha,PERSON
17,DNK,ORG
17,anti-Hindu,NORP
17,DMK,ORG
17,Deepun,GPE
17,today,DATE
17,Taliva Day,DATE
17,Khan,PERSON
17,75,DATE
17,Tamil Nadu,FAC
17,6:30 this evening,TIME
17,Rajnik Khan,PERSON
17,Parappa,PERSON
17,today,DATE
17,10,CARDINAL
17,First,ORDINAL
17,Parliament,ORG
17,Rahul Gandhi's,PERSON
17,Kiran Raja,PERSON
17,Goa,PERSON
17,Lutra,ORG
17,Bangkok,GPE
17,India,GPE
17,Indigo,ORG
17,DGCA,ORG
17,four,CARDINAL
17,four,CARDINAL
17,Second,ORDINAL
17,as many days,DATE
17,Anurra Taco,ORG
17,BJP,ORG
17,TMC,ORG
17,Roy,PERSON
17,Tamil Nadu Deepam,ORG
17,Anur Dhakur,PERSON
17,BJP,ORG
17,DMK,ORG
17,anti-Hindu,NORP
17,Madur Deepam,ORG
17,Over 50,CARDINAL
17,High Court,ORG
17,Karnataka,GPE
17,Two,CARDINAL
17,their day,DATE
17,Sidra Maya,PERSON
17,Ahinda,NORP
17,DK Shukumar,PERSON
17,more than 50,CARDINAL
17,Zubin Gar's,PERSON
17,Four,CARDINAL
17,Zubin,ORG
17,two,CARDINAL
17,Lel Messi,PERSON
17,hours,TIME
17,India,GPE
17,3-day,DATE
17,Kolkata,GPE
18,70,CARDINAL
18,Modi,PERSON
18,Superstar Rajnik Khan,PERSON
18,75,DATE
18,Madur Deepam,ORG
18,Tamil Nadu,FAC
18,DMK,ORG
18,BJP,ORG
18,BJP,ORG
18,Anurak Taku,GPE
18,Lok Sabha,PERSON
18,DMK,ORG
18,anti-Hindu,NORP
18,Tamil Nadu,PERSON
18,more than 50,CARDINAL
18,DMK,ORG
18,Swami Nadatin,PERSON
18,the Deepatun Pillar >>,WORK_OF_ART
18,Tiruparan Kundra,FAC
18,one,CARDINAL
18,winter,DATE
18,BJP,ORG
18,DMK,ORG
18,Tamil Nad,PERSON
18,anti-Satan Dhan,NORP
18,One,CARDINAL
18,India,GPE
18,anti-sanatan,NORP
18,sanatan dharma,ORG
18,Ram,ORG
18,DMK,ORG
18,Maduray,ORG
18,Madras High Court,ORG
18,Tamil Nadu,FAC
18,Aarthai Deepam,ORG
18,Madura,PRODUCT
18,DMK,ORG
18,Madras High Court,ORG
18,Swami Natan,PERSON
18,More than 50,CARDINAL
18,DMK,ORG
18,the Kartikai Deepam,ORG
18,GMK,ORG
18,Deepun,LOC
18,today,DATE
18,Tamil Nad,PERSON
18,Pramm Madhav,ORG
18,India,GPE
18,today,DATE
18,Anaga Queserv,ORG
18,Chennai,ORG
18,DMK,ORG
18,BJP,ORG
18,DMK,ORG
18,DMK,ORG
18,DMK,ORG
18,the year 1920,DATE
18,Datun,PERSON
18,the last 100 years,DATE
18,DMK,ORG
18,Kartika Deepam,ORG
18,December 4th,DATE
18,today,DATE
18,Maduray,ORG
18,the Madras High Court,ORG
18,Tamil Nadu,PERSON
18,Hindu,NORP
18,the last 100 years,DATE
18,DMK,ORG
18,Maday,DATE
18,the Madras High Court,ORG
18,Monday,DATE
18,Anuka,PERSON
18,the last many days,DATE
18,India,GPE
18,today,DATE
18,Kartika Deepam,ORG
18,Tamadu,GPE
18,100 years,DATE
18,Tamil Nadu,FAC
18,the last many days,DATE
18,Madur,GPE
18,Maduray,GPE
18,Murugan,PERSON
18,Murugan,GPE
18,Subramanya Swami,PERSON
18,two,CARDINAL
18,centuries,DATE
18,Tamil Nadu,FAC
18,Hindus,NORP
18,this day,DATE
18,this 100 years ago,DATE
18,the last many decades,DATE
18,just about 50,CARDINAL
18,the last 100 years or,DATE
18,Ganesha,NORP
18,Tamil Nadu,FAC
18,Uchipar,ORG
18,This year,DATE
18,Madur,PERSON
18,Deepun,LOC
18,December 1st,DATE
18,Swami Natan,PERSON
18,Deepatun,PERSON
18,Dha,PERSON
18,Muslim,NORP
18,this year,DATE
18,December 3rd,DATE
18,Deepatun,PERSON
18,the festival night,TIME
18,Hindu,NORP
18,CISF,ORG
18,DMK,ORG
18,DMK,ORG
18,120,CARDINAL
18,MPs,PRODUCT
18,DMK,ORG
18,MPs,PRODUCT
18,Jr. Swami Natan,PERSON
18,DNK,ORG
18,months,DATE
18,Tamil Nadu,FAC
18,the coming weeks,DATE
18,Tamil Nadu's,FAC
18,Tiruparang,GPE
18,Karanataka,GPE
18,India,GPE
18,today,DATE
18,the last few days,DATE
18,two,CARDINAL
18,Sidraaya,PERSON
18,DKR Kumar,PERSON
18,Sidra Maya,PERSON
18,Ahinda,PERSON
18,Sidraaya,PERSON
18,Bellagavi,GPE
18,last night,TIME
18,DK Shukumar,PERSON
18,more than 50,CARDINAL
18,Bellagawi,PERSON
18,Sidraaya,PERSON
18,DK Shukumar,PERSON
18,DK Shukumar,PERSON
18,Sidraaya,PERSON
18,Keshakumar,GPE
18,Sidra Maya,PERSON
18,Delhi,GPE
18,DCM,ORG
18,CM,ORG
18,Delhi,GPE
18,Karnataka,GPE
18,Sagar Raj,PERSON
18,Bellagawi,PERSON
18,two,CARDINAL
18,two,CARDINAL
18,Congress,ORG
18,PCC,ORG
18,congress,ORG
18,one,CARDINAL
18,DK Shukumar,PERSON
18,The next day,DATE
18,DK Shukumar,PERSON
18,PCC,ORG
18,Sidraha,PERSON
18,that particular day,DATE
18,Yatindra,GPE
18,DK Shukumar,PERSON
18,Yetra,NORP
18,Sidra,GPE
19,Ethra,PERSON
19,Dameaya,PERSON
19,one,CARDINAL
19,19th,DATE
19,Delhi,GPE
19,Sagai,PERSON
19,Karnataka,GPE
19,Karnataka,GPE
19,Karnataka,GPE
19,BJP,ORG
19,DKish Kumar,ORG
19,Karnatak,GPE
19,Congress,ORG
19,BJP,ORG
19,meme fest,ORG
19,Chalawadi Nara,PERSON
19,Swami,PERSON
